Gene_ID	source_id	Product_Description	Genomic_Length
LAMA_000478000	LAMA_000478000.1	Glycosyl transferase family 2, putative	1305
LAMA_000478100	LAMA_000478100.1	Acetyltransferase GNAT domain/Acetyltransferase GNAT family/FR47-like protein, putative	720
LAMA_000478200	LAMA_000478200.1	Domain of unknown function DUF2431, putative	1719
LAMA_000478300	LAMA_000478300.1	hypothetical protein, conserved	3816
LAMA_000478400	LAMA_000478400.1	hypothetical protein, conserved	516
LAMA_000478500	LAMA_000478500.1	Got1/Sft2-like family, putative	459
LAMA_000478600	LAMA_000478600.1	hypothetical protein	357
LAMA_000478700	LAMA_000478700.1	hypothetical protein, conserved	894
LAMA_000478800	LAMA_000478800.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain/Poly-adenylate binding protein, unique domain containing protein, putative	1635
LAMA_000478900	LAMA_000478900.1	hypothetical protein	261
LAMA_000479000	LAMA_000479000.1	hypothetical protein, conserved	363
LAMA_000479100	LAMA_000479100.1	hypothetical protein, conserved	216
LAMA_000479200	LAMA_000479200.1	hypothetical protein, conserved	1425
LAMA_000479300	LAMA_000479300.1	Electron transfer flavoprotein domain containing protein, putative	777
LAMA_000479400	LAMA_000479400.1	Elongation factor Tu GTP binding domain/50S ribosome-binding GTPase/Elongation factor G C-terminus, putative	1905
LAMA_000479500	LAMA_000479500.1	RNA polymerase Rpb6, putative	390
LAMA_000479600	LAMA_000479600.1	hypothetical protein, conserved	2139
LAMA_000479700	LAMA_000479700.1	hypothetical protein, conserved	648
LAMA_000479800	LAMA_000479800.1	Metallo-beta-lactamase superfamily domain/Cleavage and polyadenylation factor 2 C-terminal, putative	2475
LAMA_000479900	LAMA_000479900.1	hypothetical protein, conserved	3150
LAMA_000480000	LAMA_000480000.1	Ubiquitin carboxyl-terminal hydrolase, family 1, putative	702
LAMA_000480100	LAMA_000480100.1	WD domain, G-beta repeat, putative	4131
LAMA_000480200	LAMA_000480200.1	Mitochondrial carrier protein, putative	912
LAMA_000480300	LAMA_000480300.1	hypothetical protein, conserved	2142
LAMA_000480400	LAMA_000480400.1	Dual specificity phosphatase, catalytic domain/Cyclin-dependent kinase inhibitor 3 CDKN3, putative	987
LAMA_000480500	LAMA_000480500.1	Pre-mRNA-splicing factor of RES complex, putative	561
LAMA_000480600	LAMA_000480600.1	hypothetical protein, conserved	2634
LAMA_000480700	LAMA_000480700.1	Dynein light chain type 1, putative	270
LAMA_000480800	LAMA_000480800.1	hypothetical protein, conserved	3462
LAMA_000480900	LAMA_000480900.1	hypothetical protein, conserved	2061
LAMA_000481000	LAMA_000481000.1	hypothetical protein, conserved	1767
LAMA_000481100	LAMA_000481100.1	Diphthamide synthase, putative	1848
LAMA_000481200	LAMA_000481200.1	hypothetical protein, conserved	273
LAMA_000481300	LAMA_000481300.1	hypothetical protein, conserved	3249
LAMA_000481400	LAMA_000481400.1	Ciliary basal body-associated, B9 protein, putative	552
LAMA_000481500	LAMA_000481500.1	SPRY domain containing protein, putative	2058
LAMA_000481600	LAMA_000481600.1	Ring finger domain containing protein, putative	2283
LAMA_000481700	LAMA_000481700.1	Protein of unknown function DUF1308, putative	2259
LAMA_000481800	LAMA_000481800.1	hypothetical protein, conserved	375
LAMA_000481900	LAMA_000481900.1	Fcf2 pre-rRNA processing, putative	540
LAMA_000482000	LAMA_000482000.1	hypothetical protein, conserved	2535
LAMA_000482100	LAMA_000482100.1	hypothetical protein, conserved	606
LAMA_000482200	LAMA_000482200.1	hypothetical protein, conserved	303
LAMA_000482300	LAMA_000482300.1	Translation initiation factor SUI1, putative	888
LAMA_000482400	LAMA_000482400.1	hypothetical protein, conserved	4806
LAMA_000482500	LAMA_000482500.1	WD domain, G-beta repeat/Anaphase-promoting complex subunit 4 WD40 domain/Utp13 specific WD40 associated domain containing protein, putative	3054
LAMA_000482600	LAMA_000482600.1	Transcription factor TFIIB repeat, putative	2112
LAMA_000482700	LAMA_000482700.1	Ferrous iron transport protein B/50S ribosome-binding GTPase, putative	1554
LAMA_000482800	LAMA_000482800.1	hypothetical protein, conserved	402
LAMA_000482900	LAMA_000482900.1	Kringle domain containing protein, putative	3444
LAMA_000483000	LAMA_000483000.1	hypothetical protein, conserved	4518
LAMA_000483100	LAMA_000483100.1	hypothetical protein	559
LAMA_000483200	LAMA_000483200.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	714
LAMA_000483300	LAMA_000483300.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	504
LAMA_000483400	LAMA_000483400.1	hypothetical protein, conserved	1698
LAMA_000483500	LAMA_000483500.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	723
LAMA_000483600	LAMA_000483600.1	ABC transporter transmembrane region/ABC transporter, putative	1971
LAMA_000483700:pseudogene	LAMA_000483700.1	Scd6-like Sm domain containing protein, putative	959
LAMA_000483800	LAMA_000483800.1	Family of unknown function DUF5578, putative	2028
LAMA_000483900	LAMA_000483900.1	hypothetical protein, conserved	591
LAMA_000484000	LAMA_000484000.1	Tyrosine phosphatase family, putative	981
LAMA_000484100	LAMA_000484100.1	hypothetical protein, conserved	573
LAMA_000484200	LAMA_000484200.1	hypothetical protein, conserved	300
LAMA_000484300	LAMA_000484300.1	hypothetical protein	306
LAMA_000484400	LAMA_000484400.1	hypothetical protein, conserved	1248
LAMA_000484500	LAMA_000484500.1	Raptor N-terminal CASPase like domain containing protein, putative	4419
LAMA_000484600	LAMA_000484600.1	RNA polymerase beta subunit/RNA polymerase Rpb2, domain 3/RNA polymerase I, Rpa2 specific domain/RNA polymerase Rpb2, domain 6/RNA polymerase Rpb2, domain 7, putative	4848
LAMA_000484700	LAMA_000484700.1	hypothetical protein, conserved	906
LAMA_000484800	LAMA_000484800.1	hypothetical protein, conserved	489
LAMA_000484900	LAMA_000484900.1	hypothetical protein, conserved	1983
LAMA_000485000	LAMA_000485000.1	hypothetical protein, conserved	288
LAMA_000485100	LAMA_000485100.1	hypothetical protein	321
LAMA_000485200	LAMA_000485200.1	ENTH domain containing protein, putative	1236
LAMA_000485300	LAMA_000485300.1	hypothetical protein, conserved	429
LAMA_000485400	LAMA_000485400.1	hypothetical protein, conserved	3177
LAMA_000485500	LAMA_000485500.1	hypothetical protein, conserved	1629
LAMA_000485600	LAMA_000485600.1	SCAMP family, putative	1083
LAMA_000485700	LAMA_000485700.1	Thioredoxin, putative	465
LAMA_000485800	LAMA_000485800.1	hypothetical protein, conserved	837
LAMA_000485900	LAMA_000485900.1	PolyADP-ribose polymerase and DNA-Ligase Zn-finger region/SNF2 family N-terminal domain/Ring finger domain/Zinc finger, C3HC4 type RING finger/Helicase conserved C-terminal domain containing protein, putative	3279
LAMA_000486000	LAMA_000486000.1	Protein phosphatase 2C, putative	1221
LAMA_000486100	LAMA_000486100.1	hypothetical protein, conserved	1053
LAMA_000486200	LAMA_000486200.1	hypothetical protein, conserved	1263
LAMA_000486300	LAMA_000486300.1	hypothetical protein, conserved	921
LAMA_000486400	LAMA_000486400.1	hypothetical protein, conserved	3510
LAMA_000486500	LAMA_000486500.1	DNL zinc finger containing protein, putative	732
LAMA_000486600	LAMA_000486600.1	hypothetical protein, conserved	3093
LAMA_000486700	LAMA_000486700.1	Prefoldin subunit, putative	384
LAMA_000486800	LAMA_000486800.1	hypothetical protein, conserved	3045
LAMA_000486900	LAMA_000486900.1	hypothetical protein, conserved	3417
LAMA_000487000	LAMA_000487000.1	hypothetical protein, conserved	3306
LAMA_000487100	LAMA_000487100.1	hypothetical protein, conserved	885
LAMA_000487200	LAMA_000487200.1	Leucine rich repeat/Leucine Rich repeats 2 copies, putative	3960
LAMA_000487300	LAMA_000487300.1	hypothetical protein	361
LAMA_000487400:pseudogene	LAMA_000487400.1	hypothetical protein	706
LAMA_000487500	LAMA_000487500.1	hypothetical protein, conserved	966
LAMA_000487600:pseudogene	LAMA_000487600.1	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD, putative	675
LAMA_000487700	LAMA_000487700.1	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	2622
LAMA_000487800	LAMA_000487800.1	Ankyrin repeats many copies/Ankyrin repeats 3 copies/Ankyrin repeat, putative	789
LAMA_000487900	LAMA_000487900.1	hypothetical protein, conserved	2052
LAMA_000488000	LAMA_000488000.1	hypothetical protein, conserved	1326
LAMA_000488100	LAMA_000488100.1	Tubulin/FtsZ family, GTPase domain/Tubulin C-terminal domain containing protein, putative	1344
LAMA_000488200	LAMA_000488200.1	hypothetical protein, conserved	3666
LAMA_000488300	LAMA_000488300.1	Dynein heavy chain, N-terminal region 1/Dynein heavy chain, N-terminal region 2/Hydrolytic ATP binding site of dynein motor region/Dynein heavy chain AAA lid domain/P-loop containing dynein motor region/AAA+ lid domain/P-loop containing dynein motor region D4/Microtubule-binding stalk of dynein motor/ATP-binding dynein motor region/Dynein heavy chain region D6 P-loop domain/Dynein heavy chain C-terminal domain containing protein, putative	14145
LAMA_000488400	LAMA_000488400.1	Complex 1 protein LYR family, putative	489
LAMA_000488500	LAMA_000488500.1	2OG-FeII oxygenase superfamily, putative	1296
LAMA_000488600	LAMA_000488600.1	SecE/Sec61-gamma subunits of protein translocation complex, putative	210
LAMA_000488700	LAMA_000488700.1	NAD binding domain of 6-phosphogluconate dehydrogenase/NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase, putative	1296
LAMA_000488800	LAMA_000488800.1	hypothetical protein, conserved	2622
LAMA_000488900	LAMA_000488900.1	hypothetical protein, conserved	2247
LAMA_000489000	LAMA_000489000.1	Frataxin-like domain containing protein, putative	570
LAMA_000489100	LAMA_000489100.1	hypothetical protein, conserved	1794
LAMA_000489200	LAMA_000489200.1	hypothetical protein, conserved	2577
LAMA_000489300	LAMA_000489300.1	hypothetical protein, conserved	1326
LAMA_000489400	LAMA_000489400.1	CorA-like Mg2+ transporter protein, putative	1239
LAMA_000489500	LAMA_000489500.1	DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein, putative	1191
LAMA_000489600	LAMA_000489600.1	hypothetical protein, conserved	19593
LAMA_000489700	LAMA_000489700.1	Aldehyde dehydrogenase family, putative	1500
LAMA_000489800	LAMA_000489800.1	hypothetical protein, conserved	498
LAMA_000489900	LAMA_000489900.1	hypothetical protein, conserved	1620
LAMA_000490000	LAMA_000490000.1	GNAT acetyltransferase, Mec-17, putative	738
LAMA_000490100	LAMA_000490100.1	LMBR1-like membrane protein, putative	1443
LAMA_000490200	LAMA_000490200.1	ATP synthase alpha/beta family, beta-barrel domain/ATP synthase alpha/beta family, nucleotide-binding domain containing protein, putative	1578
LAMA_000490300	LAMA_000490300.1	hypothetical protein	396
LAMA_000490400	LAMA_000490400.1	S25 ribosomal protein, putative	363
LAMA_000490500	LAMA_000490500.1	C-5 cytosine-specific DNA methylase, putative	2544
LAMA_000490600	LAMA_000490600.1	hypothetical protein, conserved	3192
LAMA_000490700	LAMA_000490700.1	hypothetical protein, conserved	1833
LAMA_000490800	LAMA_000490800.1	hypothetical protein, conserved	6651
LAMA_000490900	LAMA_000490900.1	Zinc-ribbon like family, putative	5643
LAMA_000491000	LAMA_000491000.1	hypothetical protein, conserved	6886
LAMA_000491100:pseudogene	LAMA_000491100.1	Calcineurin-like phosphoesterase, putative	798
LAMA_000491200	LAMA_000491200.1	RNA polymerases N / 8 kDa subunit, putative	255
LAMA_000491300	LAMA_000491300.1	GIY-YIG catalytic domain containing protein, putative	2115
LAMA_000491400	LAMA_000491400.1	Sec23/Sec24 zinc finger/Sec23/Sec24 trunk domain/Sec23/Sec24 beta-sandwich domain/Sec23/Sec24 helical domain containing protein, putative	3057
LAMA_000491500	LAMA_000491500.1	hypothetical protein, conserved	7706
LAMA_000491600	LAMA_000491600.1	hypothetical protein, conserved	2898
LAMA_000491700	LAMA_000491700.1	TAP42-like family, putative	1422
LAMA_000491800	LAMA_000491800.1	hypothetical protein, conserved	711
LAMA_000491900	LAMA_000491900.1	Conserved hypothetical ATP binding protein, putative	801
LAMA_000492000	LAMA_000492000.1	Surp module, putative	1188
LAMA_000492100	LAMA_000492100.1	DNA polymerase delta subunit OB-fold domain/DNA polymerase alpha/epsilon subunit B, putative	1779
LAMA_000492200	LAMA_000492200.1	ADP-ribosylation factor family/Ras of Complex, Roc, domain of DAPkinase/Ras family, putative	651
LAMA_000492300	LAMA_000492300.1	Clusterin-associated protein-1, putative	1443
LAMA_000492400	LAMA_000492400.1	Exonuclease, putative	1527
LAMA_000492500	LAMA_000492500.1	hypothetical protein, conserved	786
LAMA_000492600	LAMA_000492600.1	hypothetical protein	261
LAMA_000492700	LAMA_000492700.1	Cyclin, N-terminal domain/Cyclin, C-terminal domain containing protein, putative	930
LAMA_000492800	LAMA_000492800.1	hypothetical protein	228
LAMA_000492900:pseudogene	LAMA_000492900.1	Domain of unknown function DUF1935/Calpain family cysteine protease, putative	1857
LAMA_000493000	LAMA_000493000.1	Rab3 GTPase-activating protein catalytic subunit, putative	3735
LAMA_000493100	LAMA_000493100.1	PUA domain/16S rRNA methyltransferase RsmB/F, putative	2130
LAMA_000493200	LAMA_000493200.1	hypothetical protein, conserved	1641
LAMA_000493300	LAMA_000493300.1	Protein kinase domain/Protein tyrosine kinase/Fungal protein kinase, putative	2829
LAMA_000493400	LAMA_000493400.1	hypothetical protein, conserved	1857
LAMA_000493500	LAMA_000493500.1	Predicted ATPase of the ABC class, putative	2244
LAMA_000493600	LAMA_000493600.1	hypothetical protein, conserved	309
LAMA_000493700	LAMA_000493700.1	Protein kinase domain containing protein, putative	2589
LAMA_000493800	LAMA_000493800.1	ER-Golgi trafficking TRAPP I complex 85 kDa subunit, putative	6864
LAMA_000493900	LAMA_000493900.1	Protein kinase domain/Protein tyrosine kinase/Fungal protein kinase, putative	1566
LAMA_000494000	LAMA_000494000.1	hypothetical protein, conserved	1266
LAMA_000494100	LAMA_000494100.1	WD domain, G-beta repeat, putative	3516
LAMA_000494200	LAMA_000494200.1	hypothetical protein, conserved	981
LAMA_000494300	LAMA_000494300.1	hypothetical protein, conserved	438
LAMA_000494400	LAMA_000494400.1	Diacylglycerol acyltransferase, putative	1842
LAMA_000494500	LAMA_000494500.1	hypothetical protein, conserved	1398
LAMA_000494600	LAMA_000494600.1	hypothetical protein, conserved	261
LAMA_000494700	LAMA_000494700.1	Elongation factor P EF-P KOW-like domain containing protein, putative	702
LAMA_000494800	LAMA_000494800.1	hypothetical protein, conserved	2886
LAMA_000494900	LAMA_000494900.1	HORMA domain containing protein, putative	606
LAMA_000495000	LAMA_000495000.1	hypothetical protein, conserved	5808
LAMA_000495100	LAMA_000495100.1	hypothetical protein, conserved	846
LAMA_000495200	LAMA_000495200.1	Leucine-rich repeat, putative	3483
LAMA_000495300	LAMA_000495300.1	LSM domain containing protein, putative	396
LAMA_000495400	LAMA_000495400.1	Transketolase, pyrimidine binding domain/Transketolase, C-terminal domain containing protein, putative	1053
LAMA_000495500	LAMA_000495500.1	hypothetical protein, conserved	4707
LAMA_000495600	LAMA_000495600.1	hypothetical protein, conserved	966
LAMA_000495700	LAMA_000495700.1	hypothetical protein, conserved	924
LAMA_000495800	LAMA_000495800.1	Domain of unknown function DUF1935, putative	429
LAMA_000495900	LAMA_000495900.1	RecQ mediated genome instability protein, putative	1452
LAMA_000496000	LAMA_000496000.1	3-oxo-5-alpha-steroid 4-dehydrogenase/Protein of unknown function DUF1295, putative	921
LAMA_000496100	LAMA_000496100.1	D-ala D-ala ligase C-terminus/SET domain containing protein, putative	2607
LAMA_000496200	LAMA_000496200.1	hypothetical protein, conserved	903
LAMA_000496300	LAMA_000496300.1	hypothetical protein, conserved	3073
LAMA_000496400	LAMA_000496400.1	hypothetical protein, conserved	849
LAMA_000496500	LAMA_000496500.1	hypothetical protein	315
LAMA_000496600	LAMA_000496600.1	hypothetical protein, conserved	1536
LAMA_000496700	LAMA_000496700.1	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	3006
LAMA_000496800	LAMA_000496800.1	Not1 N-terminal domain, CCR4-Not complex component/NOT2 / NOT3 / NOT5 family, putative	1939
LAMA_000496900:pseudogene	LAMA_000496900.1	WD domain, G-beta repeat, putative	1597
LAMA_000497000	LAMA_000497000.1	TPM domain containing protein, putative	1308
LAMA_000497100	LAMA_000497100.1	hypothetical protein, conserved	1134
LAMA_000497200	LAMA_000497200.1	Vacuolar protein sorting 55, putative	420
LAMA_000497300	LAMA_000497300.1	hypothetical protein, conserved	666
LAMA_000497400	LAMA_000497400.1	DNA / pantothenate metabolism flavoprotein, putative	1185
LAMA_000497500	LAMA_000497500.1	hypothetical protein, conserved	1044
LAMA_000497600	LAMA_000497600.1	MalT-like TPR region containing protein, putative	1485
LAMA_000497700	LAMA_000497700.1	hypothetical protein, conserved	1074
LAMA_000497800	LAMA_000497800.1	hypothetical protein, conserved	1992
LAMA_000497900	LAMA_000497900.1	Microtubule binding/Kinesin motor domain containing protein, putative	3222
